EngineIntakeAirFlowRate,EngineFuelFlowRate,EngineIntakePress,EngineTorque,Nox
124.1750031,4.300000191,6,305.1890683,0
134.2749939,5.699999809,6,273.5110451,0
142.4750061,4.099999905,6,243.7599555,0
148.8000031,5.150000095,6,215.4989356,0
152.3249969,3.700000048,6,187.8330203,0
151.375,4.75,6,187.5300149,0
146.9250031,4.599999905,6,173.8424028,0
144.125,3.349999905,6,173.7815635,0
138.9750061,4.400000095,6,160.6780397,0
137.1000061,3.25,6,160.7682019,0
135.1999969,4.349999905,6,161.0393241,0
134.2749939,3.25,6,161.3567937,0
133.1000061,4.300000191,6,161.5159984,0
132.1750031,3.25,6,161.9897584,0
132.3999939,4.349999905,6,162.1387464,0
131.6999969,4.349999905,6,162.4375321,0
131.2250061,3.299999952,6,176.1675351,0
130.75,4.400000095,6,176.2863582,0
130.7749939,3.299999952,6,176.5558835,0
130.3000031,4.400000095,6,176.4304219,0
130.0500031,3.299999952,6,176.7821709,0
130.3000031,4.449999809,6,176.738114,0
131.2250061,3.299999952,6,176.7507082,0
130.3000031,4.449999809,6,176.738114,0
130.5249939,3.299999952,4,176.7569906,0
129.125,4.449999809,4,177.0658393,0
130.5249939,3.299999952,4,163.2765391,0
129.3500061,4.449999809,4,177.0153398,0
130.0500031,3.349999905,4,177.2048502,0
128.6499939,4.400000095,4,177.3124165,0
129.125,3.349999905,4,177.331416,0
129.125,4.449999809,4,177.2238266,0
1210.525024,61.59999847,166,2205.519099,904.0499878
1201.625,51.40000153,166,2214.213794,900
1187.324951,61.75,166,2216.718778,894.3499756
1182.400024,61.75,166,2215.558338,888.75
1181.699951,61.84999847,166,2229.73428,880.4000244
1185.675049,62.04999924,162,2243.699528,870.4500122
1186.375,62.29999924,162,2256.979588,852.5
1186.625,62.75,162,2287.30451,829.7000122
1191.300049,63.34999847,162,2293.1415,806.6500244
1202.074951,63.70000076,162,2302.523268,791.3499756
1197.175049,63.90000153,166,2315.51334,772.5999756
1201.150024,64.09999847,166,2313.917026,752.0499878
1206.775024,64.25,166,2322.23571,740.7000122
1203.974976,64.30000305,166,2313.96541,726.7999878
1210.525024,64.34999847,166,2320.054524,712.2999878
1212.150024,64.34999847,170,2317.587415,693.0499878
1211.449951,64.40000153,170,2316.911147,684.0999756
1212.400024,64.40000153,170,2323.759087,676.75
1209.824951,64.44999695,170,2329.34003,668.7000122
1211.925049,64.44999695,170,2313.24655,662.4000244
1211.925049,64.44999695,172,2321.002687,657.4500122
1210.300049,64.5,172,2335.804948,652.4500122
1213.824951,64.69999695,172,2325.418894,644.6500244
1219.675049,64.84999847,172,2358.194001,639.5499878
1222,65.40000153,172,2373.926152,633.5999756
1224.349976,66,176,2376.198183,630.5999756
1222.949951,66,176,2368.694523,627
1233.75,66.09999847,176,2369.690116,622.6500244
1235.375,66.09999847,176,2373.334079,618.5499878
1237.025024,66.09999847,176,2363.530218,614.2999878
1241.699951,66.09999847,178,2363.85361,611.5
1242.400024,66.09999847,178,2370.231133,606.0999756
1242.875,66.09999847,178,2360.00188,603.5999756
1243.550049,66.09999847,178,2354.972904,602.4500122
1241.449951,66.09999847,178,2353.950141,600.5999756
1242.875,66.09999847,180,2352.393566,599.5499878
1243.349976,66.09999847,180,2349.480265,598.75
1243.574951,66.15000153,180,2358.191754,598.7999878
1247.099976,77.19999695,180,2361.458719,598.3499756
1241.449951,66.15000153,180,2371.70776,598.25
1247.550049,66.09999847,182,2348.849859,598.4500122
1244.050049,66.09999847,182,2376.959497,598.2999878
1247.099976,66.09999847,182,2359.21013,597.4000244
1245.199951,66.09999847,182,2363.736078,596
1241,66.15000153,182,2367.936761,595.1500244
1250.824951,66.25,182,2363.784885,590.8499756
1245.449951,66.25,182,2371.661204,584.7999878
1248.25,66.34999847,182,2356.683227,581.7000122
1247.074951,66.25,182,2363.736078,579.0999756
1250.375,66.15000153,182,2365.029276,576.7999878
1240.074951,66.09999847,182,2368.439626,575.3499756
1239.125,66.09999847,182,2369.855321,574.3499756
1238.175049,66.15000153,182,2376.112454,574.25
1240.300049,66.15000153,182,2376.993669,574.2999878
1238.650024,77.19999695,182,2368.683599,574.4000244
1241.699951,66.15000153,182,2370.448485,574.0499878
1248.724976,66.15000153,182,2365.926906,573.5999756
1252.025024,66.15000153,182,2368.98807,573.3499756
1247.800049,66.15000153,182,2374.351743,573.0499878
1249.175049,66.09999847,182,2362.244944,572.7999878
1248.974976,66.05000305,182,2374.004553,572.5
1246.375,66.09999847,182,2364.520568,571.1500244
1250.349976,66.19999695,182,2380.033385,571.2000122
1252.949951,66.25,182,2365.078313,571.0499878
1249.425049,66.19999695,182,2355.155222,570.4500122
1246.849976,66.09999847,182,2374.004553,569.7000122
1247.800049,77.09999847,182,2355.155222,568.5499878
1252.724976,66.15000153,182,2369.204314,566.7000122
1252,66.09999847,182,2361.073807,563.9500122
1254.824951,66.15000153,182,2370.945854,562.9000244
1255.775024,66.09999847,182,2362.600435,562
1248.949951,66.05000305,182,2364.861754,560.0499878
1249.199951,66.19999695,182,2386.787852,558.9000244
1253.425049,66.25,182,2373.607712,558.5999756
1258.349976,77.25,182,2371.868215,558.5499878
1264.900024,66.09999847,184,2363.591364,557.7999878
1262.324951,66.09999847,184,2378.366536,557.25
1267.474976,66.09999847,184,2369.418005,557.2999878
1262.550049,66.19999695,184,2363.783144,557.4500122
1259.75,66.09999847,184,2354.313326,557.0499878
1266.050049,77.25,184,2371.292688,556.7000122
1267.724976,66.19999695,184,2369.850325,556.5999756
1269.349976,66.15000153,184,2359.665676,556.4500122
1257.875,66.09999847,184,2361.32836,556.2999878
1257.875,66.09999847,184,2380.512972,555.9500122
1260.675049,66.09999847,184,2382.972127,555.9500122
1276.625,66.19999695,184,2375.657875,556.3499756
1274.5,66.09999847,184,2363.60161,556.7000122
1270.525024,66.15000153,184,2362.744248,556.8499756
1274.75,66.09999847,184,2364.650032,557.8499756
1277.800049,66.09999847,184,2363.839838,558
1260.224976,66.25,184,2370.913103,559.0499878
1276.849976,66,184,2363.535271,560.2999878
1282.474976,77.15000153,184,2361.625323,561.0999756
1280.599976,66.15000153,184,2373.780292,562.5499878
1277.775024,66,184,2385.1121,563.6500244
1279.900024,66.15000153,184,2358.134575,564.5999756
1282.699951,66.25,186,2353.699909,566.0999756
1282.224976,77.09999847,186,2371.118364,566.0999756
1283.650024,66.09999847,186,2369.220672,566.0499878
1279.900024,66.09999847,186,2366.190722,566.2999878
1288.800049,66.09999847,186,2382.993979,566.5999756
1286.25,77.30000305,186,2377.005907,566.75
1285.525024,66.05000305,186,2371.165892,566.6500244
1288.125,66.15000153,186,2362.225408,566.5499878
1291.849976,66.19999695,186,2355.177776,566.6500244
1292.800049,77.25,186,2377.228452,566.2000122
1288.099976,66.19999695,186,2358.740626,566.0499878
1288.099976,66.09999847,186,2379.058295,566.4500122
1299.349976,77.09999847,186,2376.268517,566.7999878
1293.5,66.25,186,2381.332728,567.1500244
1298.650024,66.05000305,186,2364.587726,567.5999756
1298.650024,66.19999695,186,2341.115482,568.3499756
1306.375,77.09999847,186,2381.777319,569.2000122
1290.425049,66.19999695,186,2355.279753,569.5999756
1308.949951,66,186,2379.72221,570.1500244
1305.675049,77.19999695,186,2358.967457,570.0499878
1309.425049,66.09999847,186,2389.267843,570.2999878
1297.025024,66.15000153,186,2355.093024,570.2999878
1314.824951,77.15000153,186,2347.296414,571.2000122
1324.199951,66.09999847,186,2377.387027,571.5499878
1267.949951,66.09999847,186,2422.215633,575.1500244
1312.5,77.34999847,188,2326.305483,577.4000244
1293.949951,66.15000153,188,1902.348099,579.4000244
1273.550049,54.59999847,188,1584.208339,578.6500244
1249.425049,55.5,188,2380.705813,567.8499756
1257.150024,63.84999847,188,2359.335172,574.8499756
1273.099976,65.5,176,2393.769727,603.9500122
1279.900024,76.84999847,176,2362.202267,625.0499878
1279.900024,65.80000305,176,2388.972688,629.75
1300.974976,65.94999695,176,2334.280874,629.0499878
1305.199951,76.80000305,176,2371.706096,628.5
1308.025024,66,182,2354.81512,628.9000244
1309.900024,76.80000305,182,2383.015144,629.5
1319.275024,66,182,2365.959696,631.2000122
1315.75,66.05000305,182,2372.123087,630.75
1321.400024,76.90000153,182,2352.457278,631.0499878
1319.050049,66.09999847,184,2374.403451,631.4500122
1329.824951,65.84999847,184,2365.519385,631.0499878
1333.574951,77.19999695,184,2372.171713,631.5999756
1332.625,66,184,2361.34571,631.7000122
1338.25,77.09999847,184,2366.16446,631.4500122
1328.650024,66.19999695,188,2370.227485,631.0999756
1342.5,76.90000153,188,2368.115729,631.7000122
1335.925049,66.25,188,2379.840618,631.2999878
1338.25,66.09999847,188,2362.958557,632.0499878
1338.025024,77,188,2357.208482,632.5
1349.5,66.19999695,188,2343.746306,632.75
1354.900024,76.94999695,188,2404.773646,632.5999756
1318.550049,65.90000153,188,2347.729502,633
1358.400024,77.34999847,188,2367.639823,634.25
1347.400024,65.90000153,188,2358.078447,633.5499878
1362.650024,65.90000153,188,2368.488022,634.3499756
1351.400024,77.34999847,188,2384.509568,635.7999878
1351.375,66.15000153,188,2359.580551,638.0499878
1347.150024,76.94999695,188,2376.346549,638.1500244
1355.150024,66.09999847,188,2366.151819,637.6500244
1356.775024,77.34999847,190,2375.694,637.4000244
1368.724976,65.94999695,190,2374.511461,637.5999756
1322.574951,76.94999695,190,2370.181416,636.75
1372.474976,66.25,190,2331.133745,637.25
1375.050049,77.09999847,190,2379.31683,637.1500244
1357.25,65.69999695,190,2363.56018,635.7999878
1363.800049,76.94999695,190,2355.375224,636.7000122
1348.574951,66.09999847,190,2388.983207,637.5
1371.775024,77.25,190,2334.240266,637.5499878
1357.25,66,190,2384.564234,637.2999878
1357.474976,76.75,190,2355.999234,636.5499878
1363.099976,66.05000305,190,2361.765643,635.9500122
1370.150024,77.30000305,190,2360.765534,636.25
1371.525024,77.09999847,190,2362.847798,636
1359.349976,65.80000305,190,2367.639445,634.9500122
1361.224976,76.75,190,2371.677573,633.5999756
1361.474976,65.90000153,190,2349.857424,633.3499756
1366.599976,77.30000305,190,2353.054164,632.9500122
1373.875,66.09999847,190,2360.980298,632.7999878
1373.900024,77,190,2357.313642,631.9000244
1373.425049,65.75,190,2351.13204,631.2000122
1360.525024,76.65000153,190,2364.587726,630.6500244
1361,76.69999695,190,2365.804513,630.4000244
1365.199951,66,190,2349.748164,630.4000244
1370.125,77.15000153,190,2348.706,630.5
1370.849976,66.09999847,190,2351.528303,629.4000244
1378.324951,77.05000305,190,2350.108051,628.8499756
1377.650024,76.84999847,190,2343.253052,627.9000244
1374.349976,65.65000153,190,2348.866899,627.0499878
1372.474976,76.55000305,190,2352.327814,624.6500244
1373.875,65.55000305,190,2342.412798,624
1363.099976,76.55000305,190,2352.861268,622.1500244
1372.474976,76.5,190,2344.665307,621.7999878
1371.525024,65.65000153,190,2343.562578,620.75
1366.375,76.65000153,190,2347.494155,620.1500244
1369.900024,76.65000153,188,2347.759757,618.7000122
1371.300049,65.80000305,188,2343.694363,615.9000244
1369.900024,76.90000153,188,2343.959105,613
1380.449951,76.80000305,188,2347.172777,610.9000244
1372.474976,65.84999847,188,2341.40293,608.6500244
1372.724976,77,188,2344.35334,606.7000122
1377.625,76.75,188,2339.43543,605.5499878
1378.324951,65.80000305,188,2335.430705,603.0999756
1376.224976,76.69999695,188,2340.970032,601.4500122
1377.849976,76.75,188,2336.547034,600
1380.449951,65.69999695,188,2333.796699,598.8499756
1373.900024,76.55000305,188,2336.459747,596.0499878
1380.224976,76.40000153,188,2333.912724,592.9000244
1382.324951,65.44999695,188,2331.654212,590.3499756
1379.275024,76.30000305,188,2325.724359,588.0999756
1382.099976,76.09999847,188,2328.104362,587.8499756
1377.650024,76.05000305,188,2323.524581,587.2999878
1378.324951,65.19999695,188,2324.960011,587
1373.875,76.19999695,188,2329.830834,586.7000122
1373.175049,76.40000153,188,2328.449367,584.0499878
1379.75,65.55000305,186,2325.476371,582.7999878
1376.224976,76.65000153,186,2288.398541,580.2999878
1374.125,75.09999847,186,2283.079294,574.2000122
1378.800049,74.75,186,2316.175582,569.4500122
1382.099976,75.75,186,2314.213719,566.5
1373.425049,65.09999847,186,2324.54381,564.4000244
1374.099976,76.25,186,2316.047605,562.9000244
1370.375,76.40000153,186,2317.115204,562
1385.824951,76.15000153,186,2311.415212,559.1500244
1382.574951,65.09999847,186,2313.748732,555
1377.150024,75.80000305,188,2320.334179,552.0499878
1376.449951,76.09999847,188,2317.10873,551.0999756
1375.050049,76.30000305,188,2308.959379,550.0999756
1383.5,76,188,2311.510362,548.2999878
1383.724976,75.75,188,2311.341375,545.75
1376.699951,64.90000153,186,2317.357156,544.9000244
1379.724976,76.19999695,186,2300.741242,544.0499878
1386.525024,76.05000305,186,2312.363775,541.75
1384.650024,75.65000153,186,2311.35232,540.5999756
1377.400024,75.75,186,2308.682511,539.2000122
1381.849976,76.05000305,184,2298.608993,538.0999756
1387.5,65,184,2304.882927,537.25
1378.800049,75.5,184,2309.163902,536.2000122
1380.224976,75.90000153,184,2295.562255,535.0999756
1391.699951,75.84999847,184,2303.78588,535.0999756
1381.150024,75.44999695,184,2307.483227,534.5499878
1379.275024,75.75,184,2295.828053,534
1389.349976,75.69999695,184,2302.368104,533.7000122
1379.525024,75.34999847,184,2298.908021,532.9500122
1386.300049,75.80000305,184,2297.004614,531.5
1387.724976,64.75,184,2293.66892,528.0499878
1378.800049,75.34999847,184,2299.080534,526.5
1388.875,75.80000305,184,2286.761693,525.3499756
1378.800049,75.40000153,184,2306.985409,523.8499756
1384.449951,75.44999695,184,2285.648994,523.9000244
1385.599976,75.65000153,182,2289.685809,523.25
1385.599976,75.19999695,182,2291.748514,523.2999878
1386.300049,75.69999695,182,2288.038316,523.2000122
1387.724976,75.25,182,2294.414154,522.7999878
1383.025024,75.34999847,182,2286.146788,522.5499878
1392.875,75.34999847,182,2290.254059,522.7000122
1387.724976,75.09999847,182,2290.171754,522.5999756
1391.474976,75.34999847,182,2284.185395,521.75
1380.224976,75.19999695,182,2288.857077,520.5999756
1388.650024,75.34999847,182,2282.223934,520
1388.650024,75.05000305,182,2285.535693,519.0499878
1391.925049,75.25,182,2276.928846,518.9500122
1383.5,75.09999847,182,2282.959162,518.2000122
1393.574951,75.25,182,2280.489958,518.2000122
1385.849976,75.09999847,182,2278.107888,518
1393.349976,75.09999847,180,2279.027727,518.7000122
1389.824951,74.90000153,180,2275.872736,518.9000244
1391.224976,75.15000153,180,2281.791339,519.25
1385.599976,74.94999695,180,2269.879946,519
1398.25,75.15000153,180,2277.111204,519.2999878
1370.824951,74.90000153,180,2289.179912,519.5999756
1396.400024,75.15000153,180,2269.20685,519.5999756
1392.625,74.90000153,180,2269.408074,519.2999878
1401.300049,74.90000153,180,2273.038105,519.2000122
1395.675049,74.69999695,180,2268.498018,519.4500122
1387.474976,74.75,180,2280.185906,519.2000122
1389.099976,74.90000153,180,2271.825553,519.0999756
1404.125,74.75,180,2255.050339,519.4000244
1398.275024,74.84999847,180,2276.013818,519.25
1398.25,74.44999695,180,2259.230856,519.0499878
1391.949951,74.75,178,2272.15721,519.4500122
1399.425049,74.59999847,178,2266.094779,519.7999878
1393.349976,74.59999847,178,2264.335676,518.9000244
1396.625,74.80000305,178,2266.014876,518.9500122
1406.699951,85.34999847,178,2257.207273,518.5999756
1398.5,74.55000305,178,2256.413585,518.4500122
1403.875,74.65000153,178,2264.24365,518.5499878
1401.300049,74.55000305,178,2257.286556,519.0999756
1403.175049,74.44999695,178,2254.907,520.6500244
1394.275024,74.55000305,178,2266.356604,524.2999878
1406.925049,74.30000305,178,2248.704284,526.75
1403.175049,74.5,178,2256.147892,527.8499756
1398.25,74.5,178,2258.364536,530.25
1407.650024,85.05000305,178,2251.60955,533.5499878
1400.599976,74.25,178,2253.383247,534.8499756
1402.474976,74.34999847,178,2254.251482,536.7000122
1402.474976,74.30000305,178,2260.663454,538.4500122
1413.025024,74.25,178,2246.109195,540.25
1406.224976,74.34999847,178,2249.947465,541.4000244
1406.699951,74.15000153,178,2253.600029,543.1500244
1415.125,84.75,176,2248.92862,543.5
1407.150024,74.09999847,176,2249.398697,543.5
1405.050049,74.09999847,176,2245.286421,543.5999756
1406.949951,74.19999695,176,2247.87133,544.0999756
1408.099976,74.19999695,176,2248.732765,545.5
1416.775024,73.94999695,176,2240.420776,546.7000122
1407.400024,84.65000153,176,2243.808409,549.5999756
1411.849976,74.05000305,176,2239.293901,552.75
1406.925049,73.90000153,176,2251.111876,556.2000122
1416.550049,74,176,2238.944437,557.0999756
1412.550049,73.90000153,176,2238.789176,557.75
1414.425049,84.55000305,176,2230.473441,560.2999878
1411.150024,73.94999695,176,2248.532092,559.5999756
1416.074951,73.80000305,176,2238.851554,557.5499878
1414.199951,73.94999695,176,2241.913953,555.7999878
1425.925049,84.25,174,2235.836341,554.9500122
1413.724976,73.75,174,2231.475629,555.0499878
1417.474976,73.69999695,174,2228.779075,555.4000244
1414.449951,73.80000305,174,2231.482492,558.3499756
1410.425049,84.15000153,174,2232.020958,561.6500244
1417.224976,73.75,174,2237.101234,564.7999878
1411.150024,73.59999847,174,2238.45079,566.7000122
1413.724976,73.55000305,174,2229.215786,567.9500122
1418.875,84.30000305,174,2230.483065,569.3499756
1416.074951,73.55000305,174,2225.920376,570.7999878
1419.824951,73.55000305,174,2223.054286,572.6500244
1420.300049,73.59999847,174,2230.530979,574.7000122
1412.099976,84,174,2221.64299,575.3499756
1417.949951,73.44999695,174,2230.799066,576.2999878
1418.875,73.44999695,174,2224.761175,577
1417.699951,73.44999695,172,2228.3494,577.5999756
1423.574951,83.80000305,172,2222.43876,578.6500244
1416.074951,73.44999695,172,2221.374448,580.5999756
1419.349976,73.40000153,172,2222.400692,581.25
1423.099976,83.69999695,172,2225.218682,582.0499878
1421.474976,73.25,172,2217.657,582.6500244
1420.525024,73.30000305,172,2216.635132,582.7999878
1423.824951,83.75,172,2218.490495,582.7999878
1421.949951,73.25,172,2214.254062,582.7999878
1422.150024,73.09999847,172,2214.933924,582.3499756
1421.925049,83.75,172,2221.675816,582.4000244
1421,73.40000153,172,2209.282045,582.4000244
1420.75,73.09999847,172,2214.44284,582.5
1429.199951,83.55000305,172,2219.253068,582.4000244
1417,73.15000153,172,2207.629664,582.5
1423.574951,73.15000153,172,2213.896855,582.1500244
1423.800049,83.59999847,172,2215.026318,582
1420.300049,73.09999847,172,2214.310895,582.5
1424.275024,72.90000153,172,2204.417234,582.5
1421.949951,83.40000153,172,2235.626815,582.6500244
1400.125,72.84999847,172,2023.142285,582.8499756
1396.400024,67.84999847,172,1576.027891,583.75
1357.474976,59.34999847,172,1117.46912,575.5499878
1315.75,37.84999847,172,582.1644977,564.25
1247.574951,24.79999924,172,184.2794813,577.4500122
1226.449951,13.60000038,114,0,606.1500244
1248.25,5.949999809,114,0,602.9500122
1205.849976,5.400000095,114,0,558.9000244
1129.199951,0,114,0,465.0499878
1129.900024,2.200000048,114,0,452.0499878
1145.375,7.449999809,124,0,347.7999878
1103.650024,7.900000095,124,206.8971115,218.4499969
1070.150024,10.25,124,476.2126983,182.8000031
1004.75,18.04999924,124,869.0174135,187.3500061
1012.25,27.29999924,124,1049.889144,176.8500061
1009.200012,27.14999962,116,1435.59895,156
1017.875,40.45000076,116,1758.311594,178.3000031
1034.525024,40.90000153,116,2052.370726,299.6000061
1074.125,56.34999847,116,2360.490567,475.5499878
1101.300049,64.59999847,116,2353.624523,656.4500122
1143.5,54.45000076,142,2380.900853,767.9000244
1155.224976,65.55000305,142,2363.083382,803.0999756
1167.875,54.59999847,142,2367.400058,824.2999878
1180.75,65.69999695,142,2369.626746,865
1188.724976,65.69999695,142,2369.467651,953.7999878
