time,SOI,FQ,Load
716.08,0.7,37.9,216.8559247
716.16,0.7,37.9,216.8712556
716.24,0.7,37.9,216.8790702
716.32,0.7,37.9,216.8898979
716.4,0.7,37.9,216.9013734
716.48,0.7,37.9,216.9070988
716.56,0.7,37.9,216.9214757
716.64,0.7,37.9,216.9295697
716.72,0.7,37.9,216.9389024
716.8,0.7,37.9,216.9483748
716.88,0.7,37.9,216.9559414
716.96,0.7,37.9,216.9679648
717.04,0.7,37.9,216.9786046
717.12,0.7,37.9,216.985214
717.2,0.7,37.9,216.9925449
717.28,0.7,37.9,216.9969142
717.36,0.7,37.9,217.0106366
717.44,0.7,37.9,217.0169092
717.52,0.7,37.9,217.0256394
717.6,0.7,37.9,217.0358001
717.68,0.7,37.9,217.0407128
717.76,0.7,37.9,217.0519691
717.84,0.7,37.9,217.0613828
717.92,0.7,37.9,217.0720183
718,0.7,37.9,217.0786308
718.08,0.7,37.9,217.0826696
718.16,0.7,37.9,217.0939197
718.24,0.7,37.9,217.10057
718.32,0.7,37.9,217.1070033
718.4,0.7,37.9,217.1168885
718.48,0.7,37.9,217.1225277
718.56,0.7,37.9,217.1323716
718.64,0.7,37.9,217.1411729
718.72,0.7,37.9,217.1524614
718.8,0.7,37.9,217.1562718
718.88,0.7,37.9,217.1593872
718.96,0.7,37.9,217.169913
719.04,0.7,37.9,217.1779704
719.12,0.7,37.9,217.1877105
719.2,0.7,37.9,217.192456
719.28,0.7,37.9,217.1958173
719.36,0.7,37.9,217.2055783
719.44,0.7,37.9,217.213749
719.52,0.7,37.9,217.2224852
719.6,0.7,37.9,217.2267446
719.68,0.7,37.9,217.2301647
719.76,0.7,37.9,217.2389785
719.84,0.7,37.9,217.2473715
719.92,0.7,37.9,217.2546891
720,0.7,37.9,217.2597048
720.08,0.7,37.9,217.2629576
720.16,0.7,37.9,217.2711775
720.24,0.7,37.9,217.2793262
720.32,0.7,37.9,217.2834387
720.4,0.7,37.9,217.2902893
720.48,0.7,37.9,217.2927934
720.56,0.7,37.9,217.3007913
720.64,0.7,37.9,217.3088307
720.72,0.7,37.9,217.3179894
720.8,0.7,37.9,217.3196918
720.88,0.7,37.9,217.3218521
720.96,0.7,37.9,217.3296689
721.04,0.7,37.9,217.3377442
721.12,0.7,37.9,217.3464631
721.2,0.7,37.9,217.3480589
721.28,0.7,37.9,217.3492764
721.36,0.7,37.9,217.3572191
721.44,0.7,37.9,217.3651401
721.52,0.7,37.9,217.3733797
721.6,0.7,37.9,217.3747018
721.68,0.7,37.9,217.3756803
721.76,0.7,37.9,217.3835551
721.84,0.7,37.9,217.3906921
721.92,0.7,37.9,188.4355197
722,0.7,24.5,150.6047702
722.08,0.7,24.5,150.4220236
722.16,0.7,24.5,150.319589
722.24,0.7,24.5,150.2914028
722.32,0.7,24.5,150.2680465
722.4,0.7,24.5,150.2384477
722.48,0.7,24.5,150.2063687
722.56,0.7,24.5,150.1835722
722.64,0.7,24.5,150.1572507
722.72,0.7,24.5,150.1315733
722.8,0.7,24.5,150.110475
722.88,0.7,24.5,150.0812502
722.96,0.7,24.5,150.0581868
723.04,0.7,24.5,150.0327273
723.12,0.7,24.5,150.0090984
723.2,0.7,24.5,149.9883511
723.28,0.7,24.5,149.9612115
723.36,0.7,24.5,149.9394984
723.44,0.7,24.5,149.9112427
723.52,0.7,24.5,149.8903162
723.6,0.7,24.5,149.8736433
723.68,0.7,24.5,149.8491344
723.76,0.7,24.5,149.8365005
723.84,0.7,24.5,149.8028815
723.92,0.7,24.5,149.7799636
724,0.7,24.5,149.7647389
724.08,0.7,24.5,149.7334998
724.16,0.7,24.5,149.7117145
724.24,0.7,24.5,149.6907061
724.32,0.7,24.5,149.6666808
724.4,0.7,24.5,149.6447637
724.48,0.7,24.5,149.6242194
724.56,0.7,24.5,149.6000454
724.64,0.7,24.5,149.5805893
724.72,0.7,24.5,149.5609534
724.8,0.7,24.5,149.5346919
724.88,0.7,24.5,149.5151725
724.96,0.7,24.5,149.4953162
725.04,0.7,24.5,149.4719338
725.12,0.7,24.5,149.4519285
725.2,0.7,24.5,149.4355813
725.28,0.7,24.5,149.4081477
725.36,0.7,24.5,149.3865571
725.44,0.7,24.5,149.3710517
725.52,0.7,24.5,149.3481471
725.6,0.7,24.5,149.3295299
725.68,0.7,24.5,149.3161133
725.76,0.7,24.5,149.2880392
725.84,0.7,24.5,149.2666673
725.92,0.7,24.5,149.2479285
726,0.7,24.5,149.2333313
726.08,0.7,24.5,149.2074721
726.16,0.7,24.5,149.1890059
726.24,0.7,24.5,149.1798114
726.32,0.7,24.5,149.1514644
726.4,0.7,24.5,149.1308615
726.48,0.7,24.5,149.1134309
726.56,0.7,24.5,149.1023641
726.64,0.7,24.5,149.0760775
726.72,0.7,24.5,149.0555096
726.8,0.7,24.5,149.038259
726.88,0.7,24.5,149.0288724
726.96,0.7,24.5,149.012295
727.04,0.7,24.5,148.9951682
727.12,0.7,24.5,148.9701493
727.2,0.7,24.5,148.9465068
727.28,0.7,24.5,148.9298928
727.36,0.7,24.5,148.9202135
727.44,0.7,24.5,148.9067392
727.52,0.7,24.5,148.8883533
727.6,0.7,24.5,148.8710237
727.68,0.7,24.5,148.8539301
727.76,0.7,24.5,148.8373051
727.84,0.7,24.5,148.8200417
727.92,0.7,24.5,148.8035458
728,0.7,24.5,148.7869369
728.08,0.7,24.5,148.7704066
728.16,0.7,24.5,148.7539175
728.24,0.7,24.5,148.7376275
728.32,0.7,24.5,148.7216772
728.4,0.7,24.5,148.7057211
728.48,0.7,24.5,148.6900913
728.56,0.7,24.5,148.6742716
728.64,0.7,24.5,148.6582561
728.72,0.7,24.5,148.6429669
728.8,0.7,24.5,148.6208956
728.88,0.7,24.5,148.6007136
728.96,0.7,24.5,148.6050434
729.04,0.7,24.5,148.5829486
729.12,0.7,24.5,148.5703226
729.2,0.7,24.5,148.5651038
729.28,0.7,24.5,148.5507262
729.36,0.7,24.5,148.5317376
729.44,0.7,24.5,148.5164607
729.52,0.7,24.5,148.5075067
729.6,0.7,24.5,148.4947501
729.68,0.7,24.5,148.4817343
729.76,0.7,24.5,148.468859
729.84,0.7,24.5,148.4564182
729.92,0.7,24.5,148.4440777
730,0.7,24.5,148.4314756
730.08,0.7,24.5,148.4190187
730.16,0.7,24.5,148.406745
730.24,0.7,24.5,148.3946384
730.32,0.7,24.5,148.3806957
730.4,0.7,24.5,148.3662215
730.48,0.7,24.5,148.3591485
730.56,0.7,24.5,148.3479623
730.64,0.7,24.5,148.334182
730.72,0.7,24.5,148.3175556
730.8,0.7,24.5,148.3124122
730.88,0.7,24.5,148.2994059
730.96,0.7,24.5,148.2832081
731.04,0.7,24.5,148.2783474
731.12,0.7,24.5,148.2646524
731.2,0.7,24.5,148.2516267
731.28,0.7,24.5,148.2412291
731.36,0.7,24.5,148.2309569
731.44,0.7,24.5,148.2172145
731.52,0.7,24.5,148.209229
731.6,0.7,24.5,148.1951268
731.68,0.7,24.5,148.1875489
731.76,0.7,24.5,148.173999
731.84,0.7,24.5,148.166146
731.92,0.7,24.5,148.1522479
732,0.7,24.5,148.1431593
732.08,0.7,24.5,148.13122
732.16,0.7,24.5,148.1224537
732.24,0.7,24.5,148.1105984
732.32,0.7,24.5,148.1019535
732.4,0.7,24.5,148.0905637
732.48,0.7,24.5,148.0819048
732.56,0.7,24.5,148.0689273
732.64,0.7,24.5,148.0607711
732.72,0.7,24.5,148.053897
732.8,0.7,24.5,148.0400508
732.88,0.7,24.5,148.0344118
732.96,0.7,24.5,148.0192241
733.04,0.7,24.5,148.011969
733.12,0.7,24.5,148.0011992
733.2,0.7,24.5,147.9929308
733.28,0.7,24.5,147.9828533
733.36,0.7,24.5,147.9768813
733.44,0.7,24.5,147.9635398
733.52,0.7,24.5,147.9583229
733.6,0.7,24.5,147.9457711
733.68,0.7,24.5,147.9416528
733.76,0.7,24.5,147.9296157
733.84,0.7,24.5,147.9236957
733.92,0.7,24.5,147.9141114
734,0.7,24.5,147.9084622
734.08,0.7,24.5,147.8974184
734.16,0.7,24.5,147.8924836
734.24,0.7,24.5,147.8854712
734.32,0.7,24.5,147.8750716
734.4,0.7,24.5,147.8726491
734.48,0.7,24.5,147.857838
734.56,0.7,24.5,147.8547769
734.64,0.7,24.5,147.8544053
734.72,0.7,24.5,147.8423171
734.8,0.7,24.5,147.8370343
734.88,0.7,24.5,147.830736
734.96,0.7,24.5,147.8279196
735.04,0.7,24.5,147.8117868
735.12,0.7,24.5,147.808473
735.2,0.7,24.5,147.8063862
735.28,0.7,24.5,147.7909392
735.36,0.7,24.5,147.785968
735.44,0.7,24.5,147.7797924
735.52,0.7,24.5,147.7743621
735.6,0.7,24.5,147.7643898
735.68,0.7,24.5,147.759751
735.76,0.7,24.5,147.750695
735.84,0.7,24.5,147.7476193
735.92,0.7,24.5,147.7377474
736,0.7,24.5,147.7313122
736.08,0.7,24.5,147.7244883
736.16,0.7,24.5,147.7177195
736.24,0.7,24.5,147.7110867
736.32,0.7,24.5,147.7043855
736.4,0.7,24.5,147.6977953
736.48,0.7,24.5,147.6912208
736.56,0.7,24.5,147.6841494
736.64,0.7,24.5,147.6784307
736.72,0.7,24.5,147.6743794
736.8,0.7,24.5,147.6657849
736.88,0.7,24.5,147.6624392
736.96,0.7,24.5,147.652572
737.04,0.7,24.5,147.6492937
737.12,0.7,24.5,147.6393409
737.2,0.7,24.5,147.6339546
737.28,0.7,24.5,147.6285864
737.36,0.7,24.5,147.624708
737.44,0.7,24.5,147.615064
737.52,0.7,24.5,147.6096103
737.6,0.7,24.5,147.6039514
737.68,0.7,24.5,147.5997656
737.76,0.7,24.5,147.5909803
737.84,0.7,24.5,147.5869512
737.92,0.7,24.5,147.5826412
738,0.7,24.5,147.5725375
738.08,0.7,24.5,147.568643
738.16,0.7,24.5,147.5629175
738.24,0.7,24.5,147.5566843
738.32,0.7,24.5,147.5509808
738.4,0.7,24.5,147.5454874
738.48,0.7,24.5,147.5399144
738.56,0.7,24.5,147.5343203
738.64,0.7,24.5,147.5286723
738.72,0.7,24.5,147.5235612
738.8,0.7,24.5,147.5177416
738.88,0.7,24.5,147.512665
738.96,0.7,24.5,147.5071492
739.04,0.7,24.5,147.4975708
739.12,0.7,24.5,147.4924391
739.2,0.7,24.5,147.4864507
739.28,0.7,24.5,147.4818273
739.36,0.7,24.5,147.4765934
739.44,0.7,24.5,147.4708265
739.52,0.7,24.5,147.4661615
739.6,0.7,24.5,147.4610051
739.68,0.7,24.5,147.4557696
739.76,0.7,24.5,147.4509339
739.84,0.7,24.5,147.446294
739.92,0.7,24.5,147.4437099
740,0.7,24.5,147.4367092
740.08,0.7,24.5,147.433315
740.16,0.7,24.5,147.4251862
740.24,0.7,24.5,147.4221708
740.32,0.7,24.5,147.4197448
740.4,0.7,24.5,147.4109947
740.48,0.7,24.5,147.4064656
740.56,0.7,24.5,147.4027517
740.64,0.7,24.5,147.4005398
740.72,0.7,24.5,147.3922163
740.8,0.7,24.5,147.3887534
740.88,0.7,24.5,147.384633
740.96,0.7,24.5,147.3791833
741.04,0.7,24.5,147.3752877
741.12,0.7,24.5,147.3700493
741.2,0.7,24.5,147.3660316
741.28,0.7,24.5,147.3609675
741.36,0.7,24.5,147.3569594
741.44,0.7,24.5,147.3520679
741.52,0.7,24.5,147.3481067
741.6,0.7,24.5,147.343173
741.68,0.7,24.5,147.3392927
741.76,0.7,24.5,147.3344291
741.84,0.7,24.5,147.3307563
741.92,0.7,24.5,147.3253545
742,0.7,24.5,147.3214542
742.08,0.7,24.5,147.3171347
742.16,0.7,24.5,147.3128852
742.24,0.7,24.5,147.308846
742.32,0.7,24.5,147.3047407
742.4,0.7,24.5,147.300586
742.48,0.7,24.5,147.2964167
742.56,0.7,24.5,147.2924836
742.64,0.7,24.5,147.288406
742.72,0.7,24.5,147.2843464
742.8,0.7,24.5,147.2804792
742.88,0.7,24.5,147.2765123
742.96,0.7,24.5,147.2725127
743.04,0.7,24.5,147.2687828
743.12,0.7,24.5,147.2647892
743.2,0.7,24.5,147.2608461
743.28,0.7,24.5,147.2569949
743.36,0.7,24.5,147.253113
743.44,0.7,24.5,147.2492989
743.52,0.7,24.5,147.2455171
743.6,0.7,24.5,147.2417328
743.68,0.7,24.5,147.2381741
743.76,0.7,24.5,147.2344251
743.84,0.7,24.5,147.230712
743.92,0.7,24.5,147.2270308
744,0.7,24.5,147.2234074
744.08,0.7,24.5,147.2199402
744.16,0.7,24.5,147.2164421
744.24,0.7,24.5,147.2131739
744.32,0.7,24.5,147.2092043
744.4,0.7,24.5,147.2057834
744.48,0.7,24.5,147.2025536
744.56,0.7,24.5,147.1987531
744.64,0.7,24.5,147.1947434
744.72,0.7,24.5,147.1920978
744.8,0.7,24.5,147.1891736
744.88,0.7,24.5,147.1857179
744.96,0.7,24.5,147.1822361
745.04,0.7,24.5,147.1789429
745.12,0.7,24.5,147.1755481
745.2,0.7,24.5,147.1722832
745.28,0.7,24.5,147.1690308
745.36,0.7,24.5,147.1657636
745.44,0.7,24.5,147.1625984
745.52,0.7,24.5,147.1595436
745.6,0.7,24.5,147.1563829
745.68,0.7,24.5,147.1532527
745.76,0.7,24.5,147.1502448
745.84,0.7,24.5,147.1470782
745.92,0.7,24.5,167.4931549
746,0.7,33.5,191.4196674
746.08,0.7,33.5,191.1791757
746.16,0.7,33.5,191.2774061
746.24,0.7,33.5,191.3077214
746.32,0.7,33.5,191.3354843
746.4,0.7,33.5,191.3638993
746.48,0.7,33.5,191.3920531
746.56,0.7,33.5,191.4191737
746.64,0.7,33.5,191.4477768
746.72,0.7,33.5,191.4747521
746.8,0.7,33.5,191.5012487
746.88,0.7,33.5,191.5277309
746.96,0.7,33.5,191.5538796
747.04,0.7,33.5,191.5799911
747.12,0.7,33.5,191.6038165
747.2,0.7,33.5,191.630371
747.28,0.7,33.5,191.6550079
747.36,0.7,33.5,191.6803722
747.44,0.7,33.5,191.7052027
747.52,0.7,33.5,191.7299845
747.6,0.7,33.5,191.7554132
747.68,0.7,33.5,191.779867
747.76,0.7,33.5,191.8036896
747.84,0.7,33.5,191.827488
747.92,0.7,33.5,191.8554918
748,0.7,33.5,191.8786919
748.08,0.7,33.5,191.9022631
748.16,0.7,33.5,191.92515
748.24,0.7,33.5,191.947666
748.32,0.7,33.5,191.9697168
748.4,0.7,33.5,191.9931792
748.48,0.7,33.5,192.0152874
748.56,0.7,33.5,192.037462
748.64,0.7,33.5,192.0592727
748.72,0.7,33.5,192.0809616
748.8,0.7,33.5,192.1031608
748.88,0.7,33.5,192.1240406
748.96,0.7,33.5,192.1465421
749.04,0.7,33.5,192.1688083
749.12,0.7,33.5,192.1872136
749.2,0.7,33.5,192.208119
749.28,0.7,33.5,192.2299767
749.36,0.7,33.5,192.2516706
749.44,0.7,33.5,192.2689889
749.52,0.7,33.5,192.2910021
749.6,0.7,33.5,192.3124155
749.68,0.7,33.5,192.328985
749.76,0.7,33.5,192.349178
749.84,0.7,33.5,192.3695504
749.92,0.7,33.5,192.3887307
750,0.7,33.5,192.4064225
750.08,0.7,33.5,192.4263466
750.16,0.7,33.5,192.4458515
750.24,0.7,33.5,192.4659085
750.32,0.7,33.5,192.482773
750.4,0.7,33.5,192.5037993
750.48,0.7,33.5,192.5181943
750.56,0.7,33.5,192.5319989
750.64,0.7,33.5,192.552254
750.72,0.7,33.5,192.5663105
750.8,0.7,33.5,192.5854619
750.88,0.7,33.5,192.6052338
750.96,0.7,33.5,192.6185235
751.04,0.7,33.5,192.6385418
751.12,0.7,33.5,192.6601655
751.2,0.7,33.5,192.6757693
751.28,0.7,33.5,192.69575
751.36,0.7,33.5,192.717349
751.44,0.7,33.5,192.7322308
751.52,0.7,33.5,192.7509848
751.6,0.7,33.5,192.7709173
751.68,0.7,33.5,192.7871844
751.76,0.7,33.5,192.8071152
751.84,0.7,33.5,192.8231385
751.92,0.7,33.5,202.5383366
752,-4.5,33.5,208.0987089
752.08,-4.5,33.5,207.8403663
752.16,-4.5,33.5,207.8596888
752.24,-4.5,33.5,207.8645349
752.32,-4.5,33.5,207.8734625
752.4,-4.5,33.5,207.8795352
752.48,-4.5,33.5,207.8892479
752.56,-4.5,33.5,207.8938103
752.64,-4.5,33.5,207.901807
752.72,-4.5,33.5,207.9078429
752.8,-4.5,33.5,207.9181518
752.88,-4.5,33.5,207.9195855
752.96,-4.5,33.5,207.9279747
753.04,-4.5,33.5,207.9326624
753.12,-4.5,33.5,207.9414489
753.2,-4.5,33.5,207.9453354
753.28,-4.5,33.5,207.9525762
753.36,-4.5,33.5,207.9575914
753.44,-4.5,33.5,207.9684318
753.52,-4.5,33.5,207.9688978
753.6,-4.5,33.5,207.980015
753.68,-4.5,33.5,207.9804319
753.76,-4.5,33.5,207.9912522
753.84,-4.5,33.5,207.9915062
753.92,-4.5,33.5,208.0022987
754,-4.5,33.5,208.0024307
754.08,-4.5,33.5,208.0130557
754.16,-4.5,33.5,208.0131206
754.24,-4.5,33.5,208.0235416
754.32,-4.5,33.5,208.0235936
754.4,-4.5,33.5,208.0339534
754.48,-4.5,33.5,208.0338349
754.56,-4.5,33.5,208.0441605
754.64,-4.5,33.5,208.0439105
754.72,-4.5,33.5,208.0541732
754.8,-4.5,33.5,208.0537656
754.88,-4.5,33.5,208.0639669
754.96,-4.5,33.5,208.0633997
755.04,-4.5,33.5,208.0734259
755.12,-4.5,33.5,208.0729024
755.2,-4.5,33.5,208.082764
755.28,-4.5,33.5,208.0823493
755.36,-4.5,33.5,208.0927521
755.44,-4.5,33.5,208.0919968
755.52,-4.5,33.5,208.0966668
755.6,-4.5,33.5,208.1067308
755.68,-4.5,33.5,208.1054159
755.76,-4.5,33.5,208.109733
755.84,-4.5,33.5,208.1196158
755.92,-4.5,33.5,208.1184285
756,-4.5,33.5,208.1226569
756.08,-4.5,33.5,208.1326169
756.16,-4.5,33.5,208.1322806
756.24,-4.5,33.5,208.1369195
756.32,-4.5,33.5,208.1414719
756.4,-4.5,33.5,208.1452511
756.48,-4.5,33.5,208.1489601
756.56,-4.5,33.5,208.1532259
756.64,-4.5,33.5,208.157601
756.72,-4.5,33.5,208.1611128
756.8,-4.5,33.5,208.1647545
756.88,-4.5,33.5,208.168838
756.96,-4.5,33.5,208.1731835
757.04,-4.5,33.5,208.1766414
757.12,-4.5,33.5,208.1801357
757.2,-4.5,33.5,208.1843089
757.28,-4.5,33.5,208.186803
757.36,-4.5,33.5,208.1894812
757.44,-4.5,33.5,208.1988823
757.52,-4.5,33.5,208.1985729
757.6,-4.5,33.5,208.2025018
757.68,-4.5,33.5,208.2049462
757.76,-4.5,33.5,208.2073483
757.84,-4.5,33.5,208.2166139
757.92,-4.5,33.5,208.2164723
758,-4.5,33.5,208.2199862
758.08,-4.5,33.5,208.2221841
758.16,-4.5,33.5,208.224074
758.24,-4.5,33.5,208.2351037
758.32,-4.5,33.5,208.2345294
758.4,-4.5,33.5,208.2414804
758.48,-4.5,33.5,208.2413792
758.56,-4.5,33.5,208.2482281
758.64,-4.5,33.5,208.2479395
758.72,-4.5,33.5,208.254594
758.8,-4.5,33.5,208.254328
758.88,-4.5,33.5,208.2608749
758.96,-4.5,33.5,208.2606173
759.04,-4.5,33.5,208.2670971
759.12,-4.5,33.5,208.2667827
759.2,-4.5,33.5,208.2731017
759.28,-4.5,33.5,208.2728024
759.36,-4.5,33.5,208.2790808
759.44,-4.5,33.5,208.2787631
759.52,-4.5,33.5,208.2849785
759.6,-4.5,33.5,208.2846249
759.68,-4.5,33.5,208.2908066
759.76,-4.5,33.5,208.290286
759.84,-4.5,33.5,208.2965224
759.92,-4.5,33.5,208.2959303
760,-4.5,33.5,208.3020738
760.08,-4.5,33.5,208.3014757
760.16,-4.5,33.5,208.3075685
760.24,-4.5,33.5,208.3069699
760.32,-4.5,33.5,208.313011
760.4,-4.5,33.5,208.3123719
760.48,-4.5,33.5,208.3183437
760.56,-4.5,33.5,208.3176222
760.64,-4.5,33.5,208.324253
760.72,-4.5,33.5,208.3244078
760.8,-4.5,33.5,208.3273867
760.88,-4.5,33.5,208.3278894
760.96,-4.5,33.5,208.3344916
761.04,-4.5,33.5,208.3345264
761.12,-4.5,33.5,208.3374081
761.2,-4.5,33.5,208.3378879
761.28,-4.5,33.5,208.3444118
761.36,-4.5,33.5,208.3444072
761.44,-4.5,33.5,208.3471543
761.52,-4.5,33.5,208.3475271
761.6,-4.5,33.5,208.3531881
761.68,-4.5,33.5,208.3521694
761.76,-4.5,33.5,208.3578717
761.84,-4.5,33.5,208.356828
761.92,-4.5,33.5,208.3624679
762,-4.5,33.5,208.3613889
762.08,-4.5,33.5,208.3670515
762.16,-4.5,33.5,208.3658841
762.24,-4.5,33.5,208.3714824
762.32,-4.5,33.5,208.3702836
762.4,-4.5,33.5,208.3758868
762.48,-4.5,33.5,208.374665
762.56,-4.5,33.5,208.3802173
762.64,-4.5,33.5,208.3789502
762.72,-4.5,33.5,208.3845475
762.8,-4.5,33.5,208.383195
762.88,-4.5,33.5,208.3855739
762.96,-4.5,33.5,208.3845043
763.04,-4.5,33.5,208.390869
763.12,-4.5,33.5,208.3902751
763.2,-4.5,33.5,208.3923444
763.28,-4.5,33.5,208.3926484
763.36,-4.5,33.5,208.3980726
763.44,-4.5,33.5,208.3964527
763.52,-4.5,33.5,208.4019479
763.6,-4.5,33.5,208.4003662
763.68,-4.5,33.5,208.4057978
763.76,-4.5,33.5,208.4042008
763.84,-4.5,33.5,208.4095775
763.92,-4.5,33.5,208.4080662
764,-4.5,33.5,208.4131339
764.08,-4.5,33.5,208.4117483
764.16,-4.5,33.5,208.4168001
764.24,-4.5,33.5,208.4153873
764.32,-4.5,33.5,208.4204639
764.4,-4.5,33.5,208.4189688
764.48,-4.5,33.5,208.4239906
764.56,-4.5,33.5,208.4225384
764.64,-4.5,33.5,208.4273429
764.72,-4.5,33.5,208.4259812
764.8,-4.5,33.5,208.4308415
764.88,-4.5,33.5,208.4294232
764.96,-4.5,33.5,208.4342314
765.04,-4.5,33.5,208.4326601
765.12,-4.5,33.5,208.439834
765.2,-4.5,33.5,208.4366865
765.28,-4.5,33.5,208.4377696
765.36,-4.5,33.5,208.4447281
765.44,-4.5,33.5,208.4415868
765.52,-4.5,33.5,208.4425874
765.6,-4.5,33.5,208.4472904
765.68,-4.5,33.5,208.4454487
765.76,-4.5,33.5,208.4505306
765.84,-4.5,33.5,208.4484297
765.92,-4.5,33.5,208.4536536
766,-4.5,33.5,208.4515095
766.08,-4.5,33.5,208.4566516
766.16,-4.5,33.5,208.4545522
766.24,-4.5,33.5,208.4594748
766.32,-4.5,33.5,208.4575795
766.4,-4.5,33.5,208.4624483
766.48,-4.5,33.5,208.4605432
766.56,-4.5,33.5,208.4651434
766.64,-4.5,33.5,208.4634332
766.72,-4.5,33.5,208.4680189
766.8,-4.5,33.5,208.4663224
766.88,-4.5,33.5,208.4708661
766.96,-4.5,33.5,208.4691385
767.04,-4.5,33.5,208.4736303
767.12,-4.5,33.5,208.4718617
767.2,-4.5,33.5,208.4763376
767.28,-4.5,33.5,208.4745871
767.36,-4.5,33.5,208.4790797
767.44,-4.5,33.5,208.4772536
767.52,-4.5,33.5,208.4817432
767.6,-4.5,33.5,208.4798885
767.68,-4.5,33.5,208.4868787
767.76,-4.5,33.5,208.4837151
767.84,-4.5,33.5,208.483787
767.92,-4.5,33.5,215.4743575
768,-9.7,33.5,218.2173069
768.08,-9.7,33.5,217.7115935
768.16,-9.7,33.5,217.717817
768.24,-9.7,33.5,217.7094523
768.32,-9.7,33.5,217.7076972
768.4,-9.7,33.5,217.7007138
768.48,-9.7,33.5,217.6980706
768.56,-9.7,33.5,217.6905687
768.64,-9.7,33.5,217.6882798
768.72,-9.7,33.5,217.6796267
768.8,-9.7,33.5,217.6774857
768.88,-9.7,33.5,217.6693188
768.96,-9.7,33.5,217.6677059
769.04,-9.7,33.5,217.6571724
769.12,-9.7,33.5,217.654582
769.2,-9.7,33.5,217.6469355
769.28,-9.7,33.5,217.6448135
769.36,-9.7,33.5,217.6364248
769.44,-9.7,33.5,217.6349275
769.52,-9.7,33.5,217.6245856
769.6,-9.7,33.5,217.6216263
769.68,-9.7,33.5,217.6142776
769.76,-9.7,33.5,217.6112141
769.84,-9.7,33.5,217.6033041
769.92,-9.7,33.5,217.6006451
770,-9.7,33.5,217.5925901
770.08,-9.7,33.5,217.5899573
770.16,-9.7,33.5,217.5821953
770.24,-9.7,33.5,217.5790374
770.32,-9.7,33.5,217.571347
770.4,-9.7,33.5,217.5691212
770.48,-9.7,33.5,217.5609172
770.56,-9.7,33.5,217.5591558
770.64,-9.7,33.5,217.5506918
770.72,-9.7,33.5,217.5489385
770.8,-9.7,33.5,217.5405103
770.88,-9.7,33.5,217.538958
770.96,-9.7,33.5,217.5303152
771.04,-9.7,33.5,217.5288815
771.12,-9.7,33.5,217.5203459
771.2,-9.7,33.5,217.5191623
771.28,-9.7,33.5,217.5104428
771.36,-9.7,33.5,217.509568
771.44,-9.7,33.5,217.5007573
771.52,-9.7,33.5,217.4999552
771.6,-9.7,33.5,217.491194
771.68,-9.7,33.5,217.4903485
771.76,-9.7,33.5,217.4817525
771.84,-9.7,33.5,217.4812173
771.92,-9.7,33.5,217.4695649
772,-9.7,33.5,217.4671591
772.08,-9.7,33.5,217.4600552
772.16,-9.7,33.5,217.4580195
772.24,-9.7,33.5,217.4509346
772.32,-9.7,33.5,217.4487685
772.4,-9.7,33.5,217.4422332
772.48,-9.7,33.5,217.4403285
772.56,-9.7,33.5,217.4322238
772.64,-9.7,33.5,217.4298549
772.72,-9.7,33.5,217.4271388
772.8,-9.7,33.5,217.4208855
772.88,-9.7,33.5,217.4192283
772.96,-9.7,33.5,217.4124696
773.04,-9.7,33.5,217.4108432
773.12,-9.7,33.5,217.4041414
773.2,-9.7,33.5,217.4025758
773.28,-9.7,33.5,217.3958696
773.36,-9.7,33.5,217.394484
773.44,-9.7,33.5,217.3860189
773.52,-9.7,33.5,217.3843824
773.6,-9.7,33.5,217.3838187
773.68,-9.7,33.5,217.3741778
773.76,-9.7,33.5,217.3727904
773.84,-9.7,33.5,217.3701325
773.92,-9.7,33.5,217.3625231
774,-9.7,33.5,217.36088
774.08,-9.7,33.5,217.3614377
774.16,-9.7,33.5,217.3482831
774.24,-9.7,33.5,217.3478003
774.32,-9.7,33.5,217.347385
774.4,-9.7,33.5,217.3372492
774.48,-9.7,33.5,217.3369122
774.56,-9.7,33.5,217.336032
774.64,-9.7,33.5,217.3288293
774.72,-9.7,33.5,217.3291275
774.8,-9.7,33.5,217.3205328
774.88,-9.7,33.5,217.3185929
774.96,-9.7,33.5,217.3202664
775.04,-9.7,33.5,217.3119017
775.12,-9.7,33.5,217.3114276
775.2,-9.7,33.5,217.3046054
775.28,-9.7,33.5,217.3008007
775.36,-9.7,33.5,217.2996734
775.44,-9.7,33.5,217.3000718
775.52,-9.7,33.5,217.291986
775.6,-9.7,33.5,217.291455
775.68,-9.7,33.5,217.2846602
775.76,-9.7,33.5,217.2829154
775.84,-9.7,33.5,217.2814863
775.92,-9.7,33.5,217.8392925
776,-9.7,33.5,217.9250934
776.08,-9.7,33.5,217.9114327
776.16,-9.7,33.5,217.8997628
776.24,-9.7,33.5,217.8878437
776.32,-9.7,33.5,217.8759323
776.4,-9.7,33.5,217.8642991
776.48,-9.7,33.5,217.8534907
776.56,-9.7,33.5,217.8433436
776.64,-9.7,33.5,217.8334289
776.72,-9.7,33.5,217.8234581
776.8,-9.7,33.5,217.8134681
776.88,-9.7,33.5,217.8037285
776.96,-9.7,33.5,217.7938846
777.04,-9.7,33.5,217.784333
777.12,-9.7,33.5,217.7747027
777.2,-9.7,33.5,217.7651515
777.28,-9.7,33.5,217.7556006
777.36,-9.7,33.5,217.7462833
